timestamp,location,price,last4ccnum,type,loyaltynum,hour,day
2014-01-07,Kalami Kafenion,45.05,1286.0,cc,,13,1
2014-01-07,Kalami Kafenion,11.64,5407.0,cc,,13,1
2014-01-07,Abila Zacharo,82.25,6899.0,cc,,13,1
2014-01-07,Ouzeri Elian,29.1,2142.0,cc,,13,1
2014-01-07,Gelatogalore,51.64,1310.0,cc,,13,1
2014-01-07,Ouzeri Elian,28.37,4948.0,cc,,13,1
2014-01-07,Abila Zacharo,52.72,7688.0,cc,,13,1
2014-01-07,Gelatogalore,34.04,7253.0,cc,,13,1
2014-01-07,Katerina's Cafe,22.27,7889.0,cc,,13,1
2014-01-07,Guy's Gyros,11.31,6816.0,cc,,13,1
2014-01-07,Kalami Kafenion,18.06,4795.0,cc,,13,1
2014-01-07,Ouzeri Elian,64.84,6895.0,cc,,13,1
2014-01-07,Gelatogalore,8.98,2463.0,cc,,13,1
2014-01-07,Gelatogalore,21.52,9551.0,cc,,13,1
2014-01-07,Gelatogalore,17.21,9405.0,cc,,13,1
2014-01-07,Katerina's Cafe,51.41,3484.0,cc,,13,1
2014-01-07,Abila Zacharo,17.81,9683.0,cc,,13,1
2014-01-07,Ouzeri Elian,97.71,5368.0,cc,,13,1
2014-01-07,Abila Zacharo,32.4,2418.0,cc,,13,1
2014-01-07,Kalami Kafenion,22.83,1877.0,cc,,13,1
2014-01-07,Guy's Gyros,10.11,9635.0,cc,,13,1
2014-01-07,Kalami Kafenion,22.14,7108.0,cc,,13,1
2014-01-07,Gelatogalore,36.5,2681.0,cc,,13,1
2014-01-07,Ouzeri Elian,21.85,8411.0,cc,,13,1
2014-01-07,Gelatogalore,71.77,1874.0,cc,,13,1
2014-01-07,Hippokampos,51.69,3853.0,cc,,13,1
2014-01-07,Gelatogalore,88.97,5921.0,cc,,13,1
2014-01-07,Abila Zacharo,65.9,7819.0,cc,,13,1
2014-01-07,Ouzeri Elian,16.2,1321.0,cc,,13,1
2014-01-07,Katerina's Cafe,37.44,8202.0,cc,,13,1
2014-01-07,Gelatogalore,15.4,6691.0,cc,,13,1
2014-01-07,Hippokampos,76.11,3492.0,cc,,14,1
2014-01-07,Katerina's Cafe,10.9,4434.0,cc,,14,1
2014-01-07,Guy's Gyros,12.57,9617.0,cc,,14,1
2014-01-07,Ouzeri Elian,59.51,6901.0,cc,,14,1
2014-01-07,Hippokampos,37.57,8129.0,cc,,14,1
2014-01-07,Abila Scrapyard,2149.28,2276.0,cc,,14,1
2014-01-07,Kronos Pipe and Irrigation,3920.82,4530.0,cc,,14,1
2014-01-07,Carlyle Chemical Inc.,4803.13,7792.0,cc,,14,1
2014-01-07,Stewart and Sons Fabrication,962.2,2276.0,cc,,15,1
2014-01-07,Maximum Iron and Steel,3207.31,4530.0,cc,,15,1
2014-01-07,Abila Airport,3411.29,8642.0,cc,,15,1
2014-01-07,Nationwide Refinery,889.58,2276.0,cc,,16,1
2014-01-07,Guy's Gyros,14.87,7819.0,cc,,19,1
2014-01-07,Guy's Gyros,31.23,3484.0,cc,,19,1
2014-01-07,Hippokampos,20.17,1877.0,cc,,20,1
2014-01-07,Hippokampos,11.56,1415.0,cc,,20,1
2014-01-07,Albert's Fine Clothing,308.36,6895.0,cc,,20,1
2014-01-07,Katerina's Cafe,19.49,7253.0,cc,,20,1
2014-01-07,Albert's Fine Clothing,78.91,7117.0,cc,,20,1
2014-01-07,Guy's Gyros,42.25,7384.0,cc,,20,1
2014-01-07,Guy's Gyros,26.82,4795.0,cc,,20,1
2014-01-07,Katerina's Cafe,10.07,2142.0,cc,,20,1
2014-01-07,Guy's Gyros,76.71,9683.0,cc,,20,1
2014-01-07,Katerina's Cafe,55.63,1874.0,cc,,20,1
2014-01-07,Katerina's Cafe,94.75,7889.0,cc,,20,1
2014-01-07,Katerina's Cafe,65.02,8202.0,cc,,20,1
2014-01-07,Guy's Gyros,62.33,3853.0,cc,,20,1
2014-01-07,Ouzeri Elian,11.41,9241.0,cc,,20,1
2014-01-07,Katerina's Cafe,31.6,8411.0,cc,,20,1
2014-01-07,Guy's Gyros,89.76,7354.0,cc,,20,1
2014-01-07,Frydos Autosupply n' More,312.73,6901.0,cc,,20,1
2014-01-07,Katerina's Cafe,19.53,5921.0,cc,,20,1
2014-01-07,Katerina's Cafe,17.26,9617.0,cc,,20,1
2014-01-07,Katerina's Cafe,25.54,6691.0,cc,,20,1
2014-01-07,Hippokampos,70.19,1321.0,cc,,20,1
2014-01-07,Guy's Gyros,23.12,5368.0,cc,,20,1
2014-01-07,Katerina's Cafe,32.83,3492.0,cc,,20,1
2014-01-07,Ouzeri Elian,20.53,2681.0,cc,,20,1
2014-01-07,Hippokampos,32.99,8156.0,cc,,20,1
2014-01-07,Katerina's Cafe,33.29,9405.0,cc,,21,1
2014-01-07,Hippokampos,21.2,2540.0,cc,,21,1
2014-01-07,Hippokampos,37.88,2463.0,cc,,21,1
2014-01-07,Katerina's Cafe,18.35,1310.0,cc,,21,1
2014-01-07,Hippokampos,35.85,7688.0,cc,,21,1
2014-01-07,Hippokampos,22.18,8332.0,cc,,21,1
2014-01-08,Brew've Been Served,15.66,7354.0,cc,,7,2
2014-01-08,Hallowed Grounds,12.19,7108.0,cc,,7,2
2014-01-08,Hallowed Grounds,8.15,1874.0,cc,,7,2
2014-01-08,Hallowed Grounds,8.28,1310.0,cc,,7,2
2014-01-08,Hallowed Grounds,5.85,8129.0,cc,,7,2
2014-01-08,Brew've Been Served,3.09,4948.0,cc,,7,2
2014-01-08,Hallowed Grounds,3.4,9617.0,cc,,7,2
2014-01-08,Hallowed Grounds,3.11,3492.0,cc,,7,2
2014-01-08,Brew've Been Served,32.92,3853.0,cc,,7,2
2014-01-08,Brew've Been Served,8.27,6816.0,cc,,7,2
2014-01-08,Brew've Been Served,19.17,9683.0,cc,,7,2
2014-01-08,Brew've Been Served,33.68,9405.0,cc,,7,2
2014-01-08,Hallowed Grounds,3.9,2681.0,cc,,7,2
2014-01-08,Coffee Cameleon,6.59,7253.0,cc,,7,2
2014-01-08,Coffee Cameleon,12.26,5921.0,cc,,7,2
2014-01-08,Hallowed Grounds,79.92,7889.0,cc,,7,2
2014-01-08,Brew've Been Served,91.87,3484.0,cc,,7,2
2014-01-08,Hallowed Grounds,12.86,9551.0,cc,,7,2
2014-01-08,Brew've Been Served,74.88,5368.0,cc,,7,2
2014-01-08,Hallowed Grounds,11.63,6691.0,cc,,7,2
2014-01-08,Brew've Been Served,8.4,5407.0,cc,,7,2
2014-01-08,Coffee Cameleon,15.71,2142.0,cc,,7,2
2014-01-08,Brew've Been Served,32.3,4795.0,cc,,8,2
2014-01-08,Brew've Been Served,3.92,8202.0,cc,,8,2
2014-01-08,Brew've Been Served,17.13,7819.0,cc,,8,2
2014-01-08,Brew've Been Served,3.42,7384.0,cc,,8,2
2014-01-08,Brew've Been Served,10.15,6901.0,cc,,8,2
2014-01-08,Brew've Been Served,11.48,8411.0,cc,,8,2
2014-01-08,Brew've Been Served,7.26,1286.0,cc,,8,2
2014-01-08,Brew've Been Served,6.3,4434.0,cc,,8,2
2014-01-08,Coffee Cameleon,16.17,2418.0,cc,,8,2
2014-01-08,Carlyle Chemical Inc.,3048.31,7792.0,cc,,9,2
2014-01-08,Nationwide Refinery,4513.16,9152.0,cc,,9,2
2014-01-08,Nationwide Refinery,3674.32,9735.0,cc,,10,2
2014-01-08,Stewart and Sons Fabrication,1738.26,9152.0,cc,,11,2
2014-01-08,Stewart and Sons Fabrication,1673.77,9735.0,cc,,11,2
2014-01-08,Coffee Shack,13.13,7117.0,cc,,12,2
2014-01-08,Bean There Done That,17.45,1415.0,cc,,12,2
2014-01-08,Bean There Done That,12.07,9635.0,cc,,12,2
2014-01-08,Brewed Awakenings,11.73,7688.0,cc,,12,2
2014-01-08,Jack's Magical Beans,3.96,6899.0,cc,,12,2
2014-01-08,Brewed Awakenings,12.32,2540.0,cc,,12,2
2014-01-08,Bean There Done That,8.06,1877.0,cc,,12,2
2014-01-08,Brewed Awakenings,15.03,8332.0,cc,,12,2
2014-01-08,Bean There Done That,94.96,1321.0,cc,,12,2
2014-01-08,Jack's Magical Beans,18.78,9241.0,cc,,12,2
2014-01-08,Jack's Magical Beans,12.37,8156.0,cc,,12,2
2014-01-08,Jack's Magical Beans,31.25,2463.0,cc,,12,2
2014-01-08,Frank's Fuel,65.34,3853.0,cc,,12,2
2014-01-08,Abila Airport,2723.18,8642.0,cc,,12,2
2014-01-08,Chostus Hotel,107.51,2540.0,cc,,12,2
2014-01-08,Carlyle Chemical Inc.,4983.52,4530.0,cc,,13,2
2014-01-08,Abila Zacharo,22.13,5407.0,cc,,13,2
2014-01-08,Hippokampos,26.55,8332.0,cc,,13,2
2014-01-08,Hippokampos,9.03,4795.0,cc,,13,2
2014-01-08,Katerina's Cafe,29.26,7792.0,cc,,13,2
2014-01-08,Chostus Hotel,111.89,9683.0,cc,,13,2
2014-01-08,Ouzeri Elian,109.73,8156.0,cc,,13,2
2014-01-08,Abila Zacharo,36.85,2463.0,cc,,13,2
2014-01-08,Hippokampos,16.59,7253.0,cc,,13,2
2014-01-08,Gelatogalore,32.79,8411.0,cc,,13,2
2014-01-08,Katerina's Cafe,8.53,6899.0,cc,,13,2
2014-01-08,Gelatogalore,20.72,9405.0,cc,,13,2
2014-01-08,Kalami Kafenion,24.08,5921.0,cc,,13,2
2014-01-08,Hippokampos,37.89,1321.0,cc,,13,2
2014-01-08,Guy's Gyros,30.12,7384.0,cc,,13,2
2014-01-08,Abila Zacharo,14.41,1415.0,cc,,13,2
2014-01-08,Katerina's Cafe,88.98,1310.0,cc,,13,2
2014-01-08,Gelatogalore,50.36,1286.0,cc,,13,2
2014-01-08,Gelatogalore,119.75,3484.0,cc,,13,2
2014-01-08,Guy's Gyros,77.9,3853.0,cc,,13,2
2014-01-08,Katerina's Cafe,26.45,2142.0,cc,,13,2
2014-01-08,Gelatogalore,35.29,7889.0,cc,,13,2
2014-01-08,Kalami Kafenion,22.49,8202.0,cc,,13,2
2014-01-08,Katerina's Cafe,57.04,6895.0,cc,,13,2
2014-01-08,Hippokampos,39.8,9551.0,cc,,13,2
2014-01-08,Kalami Kafenion,31.96,7354.0,cc,,13,2
2014-01-08,Kalami Kafenion,23.82,3492.0,cc,,13,2
2014-01-08,Abila Zacharo,28.25,2681.0,cc,,13,2
2014-01-08,Katerina's Cafe,27.05,1877.0,cc,,13,2
2014-01-08,Gelatogalore,22.27,2418.0,cc,,13,2
2014-01-08,Ouzeri Elian,104.92,5368.0,cc,,13,2
2014-01-08,Hippokampos,28.79,9635.0,cc,,13,2
2014-01-08,Gelatogalore,116.72,7819.0,cc,,13,2
2014-01-08,Guy's Gyros,15.86,1874.0,cc,,13,2
2014-01-08,Abila Zacharo,30.85,6901.0,cc,,13,2
2014-01-08,Kalami Kafenion,14.77,6816.0,cc,,13,2
2014-01-08,Abila Zacharo,16.2,9617.0,cc,,13,2
2014-01-08,Guy's Gyros,10.34,4434.0,cc,,13,2
2014-01-08,Katerina's Cafe,22.94,7108.0,cc,,14,2
2014-01-08,Kronos Pipe and Irrigation,3615.61,4530.0,cc,,14,2
2014-01-08,Kalami Kafenion,34.98,7117.0,cc,,14,2
2014-01-08,Gelatogalore,39.94,4948.0,cc,,14,2
2014-01-08,Kalami Kafenion,31.43,8129.0,cc,,14,2
2014-01-08,Carlyle Chemical Inc.,4901.88,7792.0,cc,,14,2
2014-01-08,Maximum Iron and Steel,3136.01,4530.0,cc,,15,2
2014-01-08,Abila Airport,2769.12,8642.0,cc,,15,2
2014-01-08,Hippokampos,10.52,1415.0,cc,,19,2
2014-01-08,Hippokampos,16.54,2540.0,cc,,19,2
2014-01-08,Katerina's Cafe,34.25,5407.0,cc,,19,2
2014-01-08,Guy's Gyros,15.69,7354.0,cc,,19,2
2014-01-08,Guy's Gyros,30.48,4434.0,cc,,19,2
2014-01-08,Katerina's Cafe,13.83,8411.0,cc,,20,2
2014-01-08,Hippokampos,32.66,6895.0,cc,,20,2
2014-01-08,Guy's Gyros,28.81,7384.0,cc,,20,2
2014-01-08,Frydos Autosupply n' More,214.07,2418.0,cc,,20,2
2014-01-08,Guy's Gyros,33.02,5368.0,cc,,20,2
2014-01-08,Katerina's Cafe,31.59,1310.0,cc,,20,2
2014-01-08,Ouzeri Elian,62.2,1286.0,cc,,20,2
2014-01-08,Guy's Gyros,99.08,3484.0,cc,,20,2
2014-01-08,Frydos Autosupply n' More,182.56,3853.0,cc,,20,2
2014-01-08,Guy's Gyros,18.24,9683.0,cc,,20,2
2014-01-08,Katerina's Cafe,33.31,2142.0,cc,,20,2
2014-01-08,Hippokampos,96.75,7117.0,cc,,20,2
2014-01-08,Frydos Autosupply n' More,268.89,6691.0,cc,,20,2
2014-01-08,Katerina's Cafe,36.6,7889.0,cc,,20,2
2014-01-08,Katerina's Cafe,16.93,8202.0,cc,,20,2
2014-01-08,Katerina's Cafe,92.83,5921.0,cc,,20,2
2014-01-08,Albert's Fine Clothing,136.01,9635.0,cc,,20,2
2014-01-08,Hippokampos,15.64,8332.0,cc,,20,2
2014-01-08,Hippokampos,26.31,7688.0,cc,,20,2
2014-01-08,Guy's Gyros,10.28,6901.0,cc,,20,2
2014-01-08,Guy's Gyros,22.91,7819.0,cc,,20,2
2014-01-08,General Grocer,265.84,7108.0,cc,,21,2
2014-01-08,Katerina's Cafe,28.86,4948.0,cc,,21,2
2014-01-08,Katerina's Cafe,27.87,1874.0,cc,,21,2
2014-01-08,Ouzeri Elian,30.81,9551.0,cc,,21,2
2014-01-08,Ouzeri Elian,29.85,6899.0,cc,,21,2
2014-01-08,Hippokampos,78.99,2463.0,cc,,21,2
2014-01-09,Coffee Cameleon,12.47,7253.0,cc,,7,3
2014-01-09,Brew've Been Served,70.71,9683.0,cc,,7,3
2014-01-09,Hallowed Grounds,17.56,1310.0,cc,,7,3
2014-01-09,Coffee Cameleon,19.99,5921.0,cc,,7,3
2014-01-09,Hallowed Grounds,56.77,7108.0,cc,,7,3
2014-01-09,Brew've Been Served,5.43,5368.0,cc,,7,3
2014-01-09,Hallowed Grounds,75.24,8129.0,cc,,7,3
2014-01-09,Brew've Been Served,4.4,4948.0,cc,,7,3
2014-01-09,Brew've Been Served,5.3,7384.0,cc,,7,3
2014-01-09,Brew've Been Served,34.85,7354.0,cc,,7,3
2014-01-09,Brew've Been Served,5.13,4795.0,cc,,7,3
2014-01-09,Hallowed Grounds,34.45,9551.0,cc,,7,3
2014-01-09,Hallowed Grounds,19.22,7889.0,cc,,7,3
2014-01-09,Brew've Been Served,98.25,8202.0,cc,,7,3
2014-01-09,Hallowed Grounds,18.48,9617.0,cc,,7,3
2014-01-09,Brew've Been Served,5.26,8411.0,cc,,7,3
2014-01-09,Hallowed Grounds,50.25,9405.0,cc,,7,3
2014-01-09,Brew've Been Served,19.47,6901.0,cc,,7,3
2014-01-09,Brew've Been Served,6.61,7819.0,cc,,8,3
2014-01-09,Brew've Been Served,6.21,4434.0,cc,,8,3
2014-01-09,Brew've Been Served,92.12,3484.0,cc,,8,3
2014-01-09,Coffee Cameleon,16.13,2142.0,cc,,8,3
2014-01-09,Hallowed Grounds,65.68,3492.0,cc,,8,3
2014-01-09,Brew've Been Served,17.64,1286.0,cc,,8,3
2014-01-09,Brew've Been Served,5.57,5407.0,cc,,8,3
2014-01-09,Hallowed Grounds,15.33,2681.0,cc,,8,3
2014-01-09,Abila Airport,2358.22,3506.0,cc,,9,3
2014-01-09,Carlyle Chemical Inc.,529.47,7792.0,cc,,9,3
2014-01-09,Nationwide Refinery,674.28,9735.0,cc,,10,3
